Fisher,Variance_F,SE_F,ID_R,Year,country,design,terrortype,outcome
0.141899,0.001686,0.041061,10047,2018,United States,(Quasi)Experiment,No Ideology,Conservatism
0.457446,0.003356,0.057931,10048,2004,United States,Correlation,Islamist,Outgroup Hostility
0.298566,0.003356,0.057931,10048,2004,United States,Correlation,Islamist,Outgroup Hostility
0.320545,0.003356,0.057931,10048,2004,United States,Correlation,Islamist,Rally Effects
0.628473,0.00578,0.076026,10049,2009,United States,Correlation,Islamist,Conservatism
0.396558,0.00578,0.076026,10049,2009,United States,Correlation,Islamist,Conservatism
0.304034,0.00578,0.076026,10049,2009,United States,Correlation,Islamist,Conservatism
0.245836,0.00578,0.076026,10049,2009,United States,Correlation,Islamist,Conservatism
0.450123,0.00578,0.076026,10049,2009,United States,Correlation,Islamist,Conservatism
0.294204,0.00578,0.076026,10049,2009,United States,Correlation,Islamist,Conservatism
0.213171,0.007519,0.086712,10050,2005,United States,Correlation,No Ideology,Conservatism
0.01,0.007519,0.086712,10050,2005,United States,Correlation,No Ideology,Conservatism
0.234189,0.007519,0.086712,10050,2005,United States,Correlation,No Ideology,Conservatism
0.202733,0.007519,0.086712,10050,2005,United States,Correlation,No Ideology,Rally Effects
0.202733,0.007519,0.086712,10050,2005,United States,Correlation,No Ideology,Conservatism
0.060072,0.007519,0.086712,10050,2005,United States,Correlation,No Ideology,Conservatism
0.177833,0.005181,0.071979,10051,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.119051,0.003367,0.058026,10051,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.060602,0.02439,0.156173,10052,2009,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.059097,0.018868,0.137361,10052,2009,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.205272,0.016667,0.129101,10052,2009,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.131296,0.013514,0.11625,10052,2009,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.266108,0.010753,0.103697,10052,2009,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.240238,0.008547,0.09245,10053,2008,United States,(Quasi)Experiment,Islamist,Rally Effects
0.223656,0.000727,0.026963,10054,2007,United States,Correlation,Islamist,Conservatism
0.040021,0.000928,0.030463,10054,2007,United States,Correlation,No Ideology,Conservatism
0.006317,0.006211,0.07881,10055,2011,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.039046,0.006211,0.07881,10055,2011,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.025599,0.006211,0.07881,10055,2011,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.018256,0.006211,0.07881,10055,2011,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.056157,0.006211,0.07881,10055,2011,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.033657,0.006211,0.07881,10055,2011,United States,(Quasi)Experiment,Islamist,Outgroup Hostility
0.276864,0.000668,0.025846,10056,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.30952,0.000668,0.025846,10056,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.08606,0.001003,0.03167,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.086131,0.001003,0.03167,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.141275,0.001003,0.03167,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.081085,0.001003,0.03167,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.077919,0.001003,0.03167,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.132469,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.099318,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.027321,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.03525,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
-0.022468,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
-0.014137,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.022036,0.000513,0.02265,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.044517,0.000515,0.022694,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.033321,0.000515,0.022694,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.053538,0.000515,0.022694,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.022041,0.000515,0.022694,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.011631,0.000515,0.022694,10057,2013,Other: Western,Longitudinal,Islamist,Rally Effects
0.13074,0.001456,0.038158,10058,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
0.223656,0.001456,0.038158,10058,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
0.060072,0.001456,0.038158,10058,2009,Other: Western,Correlation,Islamist,Conservatism
0.4118,0.001502,0.038756,10058,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
0.161387,0.001479,0.038458,10058,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
0.202733,0.001493,0.038639,10058,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
0.171667,0.001456,0.038158,10058,2009,Other: Western,Correlation,Islamist,Outgroup Hostility
-0.016848,0.000276,0.016613,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.031877,0.000274,0.016553,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.009417,0.000203,0.014248,10059,2018,,(Quasi)Experiment,Other,Rally Effects
-0.004705,0.00019,0.013784,10059,2018,,(Quasi)Experiment,Other,Rally Effects
-0.010037,0.000324,0.018,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
-0.130552,0.000217,0.014731,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.005048,0.000246,0.015684,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
-0.136394,0.00024,0.015492,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.039807,0.000179,0.013379,10059,2018,Other: Western,(Quasi)Experiment,Extreme Right,Rally Effects
-0.009333,0.000133,0.011533,10059,2018,Other: Western,(Quasi)Experiment,Extreme Right,Rally Effects
-0.172186,0.000327,0.018083,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.166872,0.000323,0.017972,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.029707,0.000248,0.015748,10059,2018,,(Quasi)Experiment,Other,Rally Effects
-0.151098,0.000216,0.014697,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.100385,0.000324,0.018,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.147121,0.000318,0.017833,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.066738,0.000306,0.017493,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.049461,0.000286,0.016912,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.079605,0.000304,0.017436,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.012417,0.000219,0.014799,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.005571,0.000282,0.016793,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.013278,0.000308,0.01755,10059,2018,,(Quasi)Experiment,Other,Rally Effects
-0.008287,0.000196,0.014,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.057632,0.000287,0.016941,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
-0.030063,0.000208,0.014422,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.002282,0.000237,0.015395,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.076026,0.000276,0.016613,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.740734,0.000274,0.016553,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.115321,0.000203,0.014248,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.119869,0.00019,0.013784,10059,2018,,(Quasi)Experiment,Other,Rally Effects
-0.065016,0.000324,0.018,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.023904,0.000217,0.014731,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.006018,0.000246,0.015684,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
-0.027153,0.00024,0.015492,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.047259,0.000179,0.013379,10059,2018,Other: Western,(Quasi)Experiment,Extreme Right,Rally Effects
0.030444,0.000133,0.011533,10059,2018,Other: Western,(Quasi)Experiment,Extreme Right,Rally Effects
-0.157935,0.000327,0.018083,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.033357,0.000323,0.017972,10059,2018,,(Quasi)Experiment,Other,Rally Effects
-0.029835,0.000248,0.015748,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0,0.000216,0.014697,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.058322,0.000324,0.018,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.098727,0.000318,0.017833,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.100198,0.000306,0.017493,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.168598,0.000286,0.016912,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.056757,0.000304,0.017436,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
0.020429,0.000219,0.014799,10059,2018,Other: Western,(Quasi)Experiment,Other,Rally Effects
-0.005361,0.000282,0.016793,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.015543,0.000308,0.01755,10059,2018,,(Quasi)Experiment,Other,Rally Effects
0.027774,0.000196,0.014,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.060224,0.000287,0.016941,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
-0.027983,0.000208,0.014422,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
0.028224,0.000237,0.015395,10059,2018,Other: Western,(Quasi)Experiment,Islamist,Rally Effects
-0.159335,0.001767,0.042036,10060,2016,Israel,Longitudinal,Other,Outgroup Hostility
0.133793,0.001767,0.042036,10060,2016,Israel,Longitudinal,Other,Outgroup Hostility
0.19649,0.001757,0.041917,10060,2016,Israel,Longitudinal,Other,Conservatism
0.141946,0.001757,0.041917,10060,2016,Israel,Longitudinal,Other,Conservatism
0.09327,0.002618,0.051166,10060,2016,Israel,Longitudinal,Other,Outgroup Hostility
0.153187,0.002618,0.051166,10060,2016,Israel,Longitudinal,Other,Outgroup Hostility
0.075141,0.002618,0.051166,10060,2016,Israel,Longitudinal,Other,Conservatism
0.033012,0.002618,0.051166,10060,2016,Israel,Longitudinal,Other,Conservatism
0.082185,0.003584,0.059867,10060,2016,Israel,Longitudinal,Islamist,Outgroup Hostility
0.057062,0.003584,0.059867,10060,2016,Israel,Longitudinal,Islamist,Outgroup Hostility
0.124641,0.003584,0.059867,10060,2016,Israel,Longitudinal,Islamist,Conservatism
0.065092,0.003584,0.059867,10060,2016,Israel,Longitudinal,Islamist,Conservatism
0.167471,0.003559,0.059657,10061,2020,United States,(Quasi)Experiment,Islamist,Conservatism
0.125408,0.003559,0.059657,10061,2020,United States,(Quasi)Experiment,Islamist,Conservatism
0.132754,0.004608,0.067882,10061,2020,United States,(Quasi)Experiment,Islamist,Conservatism
0.069535,0.00578,0.076026,10061,2020,United States,(Quasi)Experiment,Islamist,Conservatism
-0.042954,0.004878,0.069843,10061,2020,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.057298,0.004878,0.069843,10061,2020,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
-0.031521,0.004878,0.069843,10061,2020,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.030877,0.004878,0.069843,10061,2020,United States,(Quasi)Experiment,No Ideology,Conservatism
0.053133,0.004878,0.069843,10061,2020,United States,(Quasi)Experiment,No Ideology,Outgroup Hostility
0.06689,0.004878,0.069843,10061,2020,United States,(Quasi)Experiment,No Ideology,Conservatism
0.223656,0.003236,0.056886,10061,2020,United States,Correlation,No Ideology,Conservatism
0.060072,0.003236,0.056886,10061,2020,United States,Correlation,No Ideology,Outgroup Hostility
0.020003,0.003236,0.056886,10061,2020,United States,Correlation,No Ideology,Conservatism
0.200287,0.005587,0.074746,10061,2020,United States,(Quasi)Experiment,No Ideology,Conservatism
0.133682,0.005587,0.074746,10061,2020,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.029497,0.004902,0.070014,10062,2020,United States,(Quasi)Experiment,Other,Conservatism
0.048548,0.004902,0.070014,10062,2020,United States,(Quasi)Experiment,Other,Conservatism
0.023265,0.004902,0.070014,10062,2020,United States,(Quasi)Experiment,Other,Conservatism
0.043898,0.004902,0.070014,10062,2020,United States,(Quasi)Experiment,Other,Conservatism
-0.013114,0.004902,0.070014,10062,2020,United States,(Quasi)Experiment,Other,Conservatism
0.708921,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Conservatism
0.497311,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.331647,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.590145,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.647523,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.604156,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.829114,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.459897,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.447692,0.003257,0.05707,10063,2019,United States,Correlation,Islamist,Outgroup Hostility
0.166016,0.004926,0.070185,10064,2006,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.15206,0.004926,0.070185,10064,2006,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.166589,0.004926,0.070185,10064,2006,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.118778,0.004926,0.070185,10064,2006,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.153779,0.004926,0.070185,10064,2006,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.308553,0.017544,0.132454,10065,2009,Other: Western,(Quasi)Experiment,Other,Outgroup Hostility
0.43921,0.017544,0.132454,10065,2009,Other: Western,(Quasi)Experiment,Other,Outgroup Hostility
-0.24796,0.013514,0.11625,10066,2015,United States,Correlation,Other,Rally Effects
0.381489,0.013514,0.11625,10066,2015,United States,Correlation,Other,Rally Effects
0.169608,0.013514,0.11625,10066,2015,United States,Correlation,Other,Rally Effects
0.293116,0.013514,0.11625,10066,2015,United States,Correlation,Other,Rally Effects
-0.280103,0.013514,0.11625,10066,2015,United States,Correlation,Other,Rally Effects
0.131757,0.013514,0.11625,10066,2015,United States,Correlation,Other,Rally Effects
0.402189,0.00361,0.060083,10067,2018,Other: Western,Longitudinal,Islamist,Outgroup Hostility
0.180532,0.006711,0.081921,10067,2018,Other: Western,Longitudinal,Islamist,Outgroup Hostility
-0.396558,0.001972,0.044407,10068,2016,Israel,Correlation,Other,Rally Effects
-0.43441,0.001972,0.044407,10068,2016,Israel,Correlation,Other,Rally Effects
-0.296384,0.001972,0.044407,10068,2016,Israel,Correlation,Other,Rally Effects
0.178393,0.001484,0.038523,10069,2006,United States,Correlation,No Ideology,Outgroup Hostility
0.070262,0.001484,0.038523,10069,2006,United States,Correlation,No Ideology,Outgroup Hostility
0.121596,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.070115,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.063084,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.01,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.050042,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.043027,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.036016,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.047035,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.07112,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.012001,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.082185,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.009,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.005,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Conservatism
-0.009,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Conservatism
0.137867,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Conservatism
-0.035014,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Conservatism
0.058065,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.013001,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
-0.035014,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.016001,0.001325,0.036401,10070,2018,Israel,Longitudinal,Islamist,Rally Effects
0.058911,3.8e-05,0.006164,10071,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.023562,3.8e-05,0.006164,10071,2019,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.057917,0.000657,0.025632,10072,2017,United States,Correlation,Islamist,Outgroup Hostility
0.076843,0.000657,0.025632,10072,2017,United States,Correlation,Islamist,Outgroup Hostility
-0.01231,0.000185,0.013601,10073,2013,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.010829,0.000185,0.013601,10073,2013,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.010166,0.000185,0.013601,10073,2013,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.004859,0.000193,0.013892,10073,2013,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.013371,5.1e-05,0.007141,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.092402,0.000985,0.031385,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.085488,0.000759,0.02755,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.080554,0.000998,0.031591,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.074638,0.001068,0.03268,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.071683,0.000801,0.028302,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.068728,0.000472,0.021726,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.062823,0.000698,0.02642,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.062823,0.000921,0.030348,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.060855,0.000605,0.024597,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.058888,0.000705,0.026552,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.058888,0.000772,0.027785,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
0.052007,0.000916,0.030265,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.01078,0.000968,0.031113,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.01078,0.001151,0.033926,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.026466,0.001094,0.033076,10074,2011,,(Quasi)Experiment,Islamist,Outgroup Hostility
-0.029408,0.000923,0.030381,10074,2011,Other: Western,(Quasi)Experiment,Islamist,Outgroup Hostility
0.247466,0.012987,0.113961,10075,2010,Other: Western,(Quasi)Experiment,No Ideology,Conservatism
0.362039,0.012987,0.113961,10075,2010,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.403926,0.052632,0.229417,10075,2010,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.266108,0.012987,0.113961,10076,2010,Other: Western,Correlation,No Ideology,Conservatism
0.14593,0.004608,0.067882,10077,2013,Other: Western,(Quasi)Experiment,No Ideology,Conservatism
0.164731,0.004608,0.067882,10077,2013,Other: Western,(Quasi)Experiment,No Ideology,Conservatism
0.205465,0.004608,0.067882,10077,2013,Other: Western,(Quasi)Experiment,No Ideology,Conservatism
-0.133131,0.003067,0.055381,10078,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.128052,0.003003,0.0548,10078,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.092126,0.003165,0.056258,10078,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
-0.088195,0.003096,0.055642,10078,2019,Other: Western,(Quasi)Experiment,Islamist,Conservatism
0.092848,0.002833,0.053226,10078,2019,,(Quasi)Experiment,Islamist,Conservatism
0.033846,0.002924,0.054074,10078,2019,,(Quasi)Experiment,Islamist,Conservatism
0.078756,0.002941,0.054231,10078,2019,,(Quasi)Experiment,Islamist,Conservatism
0.018592,0.00304,0.055136,10078,2019,,(Quasi)Experiment,Islamist,Conservatism
0.098323,0.002874,0.05361,10078,2019,United States,(Quasi)Experiment,Islamist,Conservatism
0.086254,0.00295,0.054314,10078,2019,United States,(Quasi)Experiment,Islamist,Conservatism
0.15776,0.002994,0.054717,10078,2019,United States,(Quasi)Experiment,Islamist,Conservatism
-0.05432,0.002874,0.05361,10078,2019,United States,(Quasi)Experiment,Islamist,Conservatism
-0.071813,0.002874,0.05361,10078,2019,United States,(Quasi)Experiment,Islamist,Conservatism
0.003086,0.002874,0.05361,10078,2019,United States,(Quasi)Experiment,Islamist,Conservatism
0.014723,0.002825,0.053151,10079,2004,United States,(Quasi)Experiment,Extreme Right,Conservatism
0.013741,0.002825,0.053151,10079,2004,United States,(Quasi)Experiment,Extreme Right,Conservatism
0.009675,0.002874,0.05361,10079,2004,United States,(Quasi)Experiment,Extreme Right,Conservatism
-0.018243,0.002874,0.05361,10079,2004,United States,(Quasi)Experiment,Extreme Right,Conservatism
-0.082185,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.037017,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.058065,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.117538,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.132775,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.134811,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.199609,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.171667,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
-0.18612,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
-0.044028,0.001429,0.037802,10080,2018,Other: Western,Correlation,No Ideology,Outgroup Hostility
0.061863,0.001233,0.035114,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.024085,0.001253,0.035398,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.022507,0.002793,0.052849,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.031067,0.002725,0.052202,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.011914,0.00123,0.035071,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.014767,0.001252,0.035384,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.014362,0.001233,0.035114,10081,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
-0.012141,0.001255,0.035426,10081,2010,United States,(Quasi)Experiment,Islamist,Rally Effects
-0.014292,0.001227,0.035029,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
-0.002441,0.001248,0.035327,10081,2010,United States,(Quasi)Experiment,Islamist,Conservatism
0.110447,0.000835,0.028896,10082,2016,United States,Correlation,No Ideology,Outgroup Hostility
0.080171,0.000835,0.028896,10082,2016,United States,Correlation,No Ideology,Outgroup Hostility
0.080171,0.000835,0.028896,10082,2016,United States,Correlation,No Ideology,Outgroup Hostility
0.090244,0.000835,0.028896,10082,2016,United States,Correlation,No Ideology,Conservatism
0.080171,0.000835,0.028896,10082,2016,United States,Correlation,No Ideology,Conservatism
0.057223,0.000987,0.031417,10083,1990,United States,(Quasi)Experiment,Islamist,Rally Effects
0.326963,0.017544,0.132454,10084,2013,Other: Western,(Quasi)Experiment,No Ideology,Conservatism
0.14695,0.001427,0.037776,10084,2013,United States,(Quasi)Experiment,No Ideology,Conservatism
0.14695,0.001427,0.037776,10084,2013,United States,(Quasi)Experiment,No Ideology,Conservatism
0.14695,0.001427,0.037776,10084,2013,United States,(Quasi)Experiment,No Ideology,Conservatism
0.14695,0.001427,0.037776,10084,2013,United States,(Quasi)Experiment,No Ideology,Conservatism
0.103691,0.001427,0.037776,10084,2013,United States,(Quasi)Experiment,No Ideology,Conservatism
0.14695,0.001427,0.037776,10084,2013,United States,(Quasi)Experiment,No Ideology,Conservatism
-0.103367,0.000508,0.022539,10085,2017,,Correlation,Islamist,Rally Effects
-0.047035,0.000508,0.022539,10085,2017,,Correlation,Islamist,Rally Effects
-0.021003,0.000513,0.02265,10085,2017,,Correlation,Islamist,Rally Effects
-0.042025,0.000513,0.02265,10085,2017,,Correlation,Islamist,Rally Effects
-0.060072,0.000527,0.022956,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.036016,0.000528,0.022978,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.016001,0.000532,0.023065,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.011,0.000532,0.023065,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.109435,0.000514,0.022672,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.102356,0.000515,0.022694,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.050042,0.000519,0.022782,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.135829,0.008333,0.091285,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.065092,0.000508,0.022539,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.119567,0.000508,0.022539,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.119567,0.000513,0.02265,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.125657,0.000512,0.022627,10085,2017,,Correlation,Islamist,Outgroup Hostility
0.118552,0.002,0.044721,10085,2017,,Correlation,Islamist,Rally Effects
0.172697,0.002004,0.044766,10085,2017,,Correlation,Islamist,Rally Effects
0.155235,0.002004,0.044766,10085,2017,,Correlation,Islamist,Rally Effects
0.134811,0.002004,0.044766,10085,2017,,Correlation,Islamist,Rally Effects
0.002,0.002058,0.045365,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.077153,0.002062,0.045409,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.121596,0.002062,0.045409,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.095287,0.002062,0.045409,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.100335,0.002028,0.045033,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.013001,0.002028,0.045033,10085,2017,,Correlation,Islamist,Outgroup Hostility
-0.117538,0.002033,0.045089,10085,2017,,Correlation,Islamist,Outgroup Hostility
